8.92270414843	8.74026859186
25.9739882018	6.63855303898
29.9066936602	20.8112332399
11.7523506253	22.5944109193
11.518355008	8.63222953528
11.6064564078	23.8716266185
30.5698344733	21.871571484
24.5319486791	8.76336959826
30.8724793981	12.3319411518
8.06298206793	19.4344971421
17.0607157636	8.54173034607
26.1584748238	24.0243221852
14.1091632898	8.07017366382
30.1640499827	8.64067004828
29.6345292417	21.577991672
12.2733961973	20.1768626039
29.823341983	9.90275572642
29.3779856339	23.1552010487
10.4168145698	22.6733725137
11.5582973656	9.19682947098
28.3768443686	22.2761277305
14.3747572922	7.36320495528
11.4186496267	22.2212135349
31.4458250815	8.23163579488
30.3687779015	9.04277292093
29.3353445302	22.9686108942
10.6320474314	23.2534662703
13.1232522105	7.83003409837
28.2418788098	21.0467091751
28.743339556	9.42816431061
12.1038606499	9.47933498108
11.5437108491	22.3236070631
7.44260278216	15.7471024049
19.8337511649	7.57782512447
21.1537845861	23.4541971384
31.1884722556	14.4246152147
9.98226968932	6.60000730405
26.507132627	21.73303294
12.1407238005	21.808685151
30.4449853185	8.43250985194
30.4092645014	8.21395346755
28.0001718574	23.4463920162
8.45590304466	18.8954996961
16.5195330362	9.60812018708
31.0909864223	8.78872551161
29.2252254382	23.6339513
11.6747026359	22.090481764
13.7809390426	9.36262209274
26.2883845206	23.4670058436
26.2198416171	8.00083458754
9.40967571839	25.0712233154
12.2827083709	10.4044129479
8.82599283282	8.95155199168
27.5212355015	9.49208752182
25.0584332055	23.3725798654
11.1686930808	21.8514713626
31.8595911822	12.8272341191
14.9327457341	7.01748226438
25.4381905099	22.5611660493
10.598350573	21.9939457695
27.6949420179	21.9531676114
11.4538447515	9.22328275979
26.6970712099	7.12371989913
10.7978894727	22.3947511196
13.3031369445	8.10082693425
9.24343276289	21.7608509039
27.0146925456	24.4041786441
31.2112035242	8.86858048542
8.07186421172	9.79337338554
26.5646175185	9.43580589993
29.7896531994	23.0242852721
11.3104660307	23.4270832571
13.1244637751	24.8701420519
30.8171614597	20.9473509433
8.36387117334	10.0027522681
23.1921484785	9.79237469648
26.6271729501	23.4816198591
11.3251800316	8.33405128952
11.9426301348	23.5851278468
31.4762421715	10.4907359684
29.0631808567	6.47141182175
26.3574351425	21.0327211316
12.6785981787	8.7786216032
10.4665425219	20.2523696299
27.8248297539	23.673979076
25.6386338888	9.49972353469
11.194482518	20.7375662189
11.5033758141	7.46121107837
31.160814736	8.66183686616
12.9456624981	6.33957218898
12.5077286501	19.8102592095
28.2434930722	21.4629668151
26.2711888704	8.16855799131
11.292196843	25.0620696997
28.0756040357	22.1464409396
11.2426251508	10.493100879
